gene_id	gene_name	X12_count	X13_count	X15_count	X42_count	X45_count	X5_count	X7_count
ENSG00000250563	KNOP1P5	0	0	0	0	0	0	0
ENSG00000187961	KLHL17	92	104	89	0	58	12	41
ENSG00000250561	OR7E59P	0	0	0	0	0	0	0
ENSG00000250568	AC098591.2	32	31	29	27	17	54	31
ENSG00000250569	NTAN1P2	12	16	12	37	33	10	21
ENSG00000281591	DBET	0	1	1	0	0	0	0
ENSG00000162840	MT2P1	0	0	0	0	0	0	0
ENSG00000162843	WDR64	5	3	12	3	1	6	0
ENSG00000259247	TTTY25P	0	0	0	0	0	0	0
ENSG00000162849	KIF26B	18	19	9	2	5	0	13
ENSG00000283689	AC018553.2	0	0	0	0	0	0	0
ENSG00000149243	KLHL35	12	10	5	2	6	0	5
ENSG00000184702	SEPT5	621	1037	171	63	73	61	75
ENSG00000259242	AC002306.1	0	0	0	0	0	0	0
ENSG00000283683	MYOCOS	0	2	0	3	2	3	4
ENSG00000283682	MIR548AH	0	0	0	0	0	0	0
ENSG00000283680	AC134980.1	0	0	0	0	0	0	0
ENSG00000283686	AC083841.4	0	0	0	0	0	0	0
ENSG00000184708	EIF4ENIF1	727	680	484	345	355	352	268
ENSG00000184709	LRRC26	0	5	2	0	1	0	0
ENSG00000206811	SNORA10	1	1	1	1	1	1	1
ENSG00000163462	TRIM46	37	50	43	14	20	19	27
ENSG00000163463	KRTCAP2	471	621	444	161	240	98	182
ENSG00000163464	CXCR1	165	321	288	3439	8069	36	7943
ENSG00000163466	ARPC2	8857	10736	9426	6605	5187	5481	5126
ENSG00000163467	TSACC	0	0	0	0	0	0	0
ENSG00000163468	CCT3	1291	1441	1057	401	527	332	372
ENSG00000206813	RF00019	0	1	0	0	0	0	0
ENSG00000162599	NFIA	103	118	82	55	62	67	56
ENSG00000162598	C1orf87	5	5	1	0	0	0	0
ENSG00000267731	AC005332.2	142	255	98	424	316	288	308
ENSG00000272386	AC015802.5	0	0	1	0	1	1	0
ENSG00000029364	SLC39A9	1442	1910	1338	828	1042	571	583
ENSG00000267732	AC006305.3	0	0	0	0	0	0	0
ENSG00000267735	AC020934.2	0	0	0	0	0	0	0
ENSG00000029363	BCLAF1	3148	3816	5161	2213	2408	3583	1844
ENSG00000267737	AC087645.2	11	17	11	0	0	0	0
ENSG00000162594	IL23R	9	22	50	30	14	27	10
ENSG00000263609	LINC02002	0	0	0	0	0	0	0
ENSG00000263608	RN7SL353P	0	0	0	0	0	0	0
ENSG00000206817	RF00019	0	0	0	0	0	0	0
ENSG00000118640	VAMP8	1221	1320	1303	324	262	343	211
ENSG00000263600	MIR3915	0	0	0	0	0	0	0
ENSG00000263603	AC127024.2	7	4	0	2	4	8	1
ENSG00000263602	MIR3185	0	0	0	0	0	0	0
ENSG00000263604	AC015688.1	0	0	0	0	0	0	0
ENSG00000159961	OR3A3	1	0	0	0	0	0	0
ENSG00000259169	GNRHR2P1	0	0	0	0	0	0	0
ENSG00000253144	AC104117.2	0	0	1	0	0	1	0
ENSG00000201467	RF00190	0	0	0	0	0	0	0
ENSG00000201466	RF00019	0	0	0	0	0	0	0
ENSG00000253141	AC008632.1	0	0	0	0	0	0	0
ENSG00000115073	ACTR1B	918	814	739	127	313	102	233
ENSG00000253143	AC022730.3	0	0	0	0	0	0	0
ENSG00000253142	AC037441.2	0	1	1	0	1	2	0
ENSG00000259161	AL137779.3	0	0	0	0	0	0	0
ENSG00000259160	AL049869.4	0	0	0	0	0	0	0
ENSG00000259163	AL096869.2	0	0	0	0	0	0	0
ENSG00000259162	AL355075.5	5	6	0	1	7	0	1
ENSG00000259165	DDX18P1	7	0	1	0	0	0	3
ENSG00000253148	RGS21	0	0	0	0	0	0	0
ENSG00000259167	NMNAT1P1	0	0	0	0	2	2	0
ENSG00000259166	AL049836.2	0	0	0	0	0	0	0
ENSG00000213853	EMP2	0	1	0	0	0	2	0
ENSG00000213851	AC098590.1	0	0	0	0	0	0	1
ENSG00000258590	NBEAP1	16	9	5	1	0	2	3
ENSG00000213857	AL080243.1	0	0	0	0	4	0	0
ENSG00000213856	VDAC1P2	90	79	40	14	29	35	19
ENSG00000213854	CNN2P6	0	0	0	0	0	0	0
ENSG00000213859	KCTD11	204	190	125	54	94	43	81
ENSG00000206979	SNORD61	6	4	7	1	1	1	1
ENSG00000225816	GTF3AP5	0	0	0	0	0	0	0
ENSG00000280881	AC060814.5	0	0	0	0	0	0	0
ENSG00000225814	GRPEL2P2	0	0	0	0	0	0	0
ENSG00000225815	AC092669.1	0	0	0	0	0	0	0
ENSG00000225813	AC009299.1	0	0	0	0	0	0	0
ENSG00000225811	AL354771.1	0	0	0	0	0	0	0
ENSG00000206846	RF00019	0	1	1	1	1	2	1
ENSG00000225818	AC118653.1	0	0	0	0	0	0	0
ENSG00000225819	AC013269.2	0	0	0	0	0	0	0
ENSG00000229306	AP001464.1	0	0	0	0	0	0	0
ENSG00000229307	LINC00459	0	0	0	0	0	0	0
ENSG00000229305	AL358876.1	0	0	0	0	0	0	0
ENSG00000229302	TAF9P2	0	0	0	0	0	0	0
ENSG00000229303	PPIAP25	0	0	0	0	0	0	0
ENSG00000238489	RNU6-749P	0	0	0	0	0	0	0
ENSG00000229301	AC006455.4	0	0	0	0	0	0	0
ENSG00000238485	RF01210	1	1	2	1	1	2	1
ENSG00000269911	FAM226B	48	36	39	17	35	18	12
ENSG00000238482	RNU6-1208P	0	0	0	0	0	0	0
ENSG00000229308	AC010737.1	13	38	0	0	3	0	0
ENSG00000229309	AL353633.1	0	0	0	0	0	0	0
ENSG00000278072	RF01879	0	0	0	0	0	0	0
ENSG00000278073	MIR6726	1	0	0	0	0	0	0
ENSG00000278071	AL161669.3	0	0	0	0	0	0	0
ENSG00000240174	AP000852.1	0	0	1	0	0	1	0
ENSG00000278077	AL591926.9	0	0	2	0	0	3	0
ENSG00000278075	AC114341.1	1	1	2	0	6	0	2
ENSG00000055070	SZRD1	2738	2821	2715	272	530	252	520
ENSG00000278078	AC025279.3	1	0	0	0	0	0	0
ENSG00000227411	ACNATP	0	0	0	0	0	0	0
ENSG00000155719	OTOA	9	1	3	0	0	3	0
ENSG00000227413	AL022238.1	0	0	0	0	0	0	0
ENSG00000227416	AL929472.1	0	0	0	0	0	0	0
ENSG00000227417	AC114402.2	0	0	0	0	0	0	0
ENSG00000162337	LRP5	47	30	36	8	22	4	6
ENSG00000155714	PDZD9	0	0	0	0	0	0	0
ENSG00000182010	RTKN2	81	188	161	162	193	81	81
ENSG00000182013	PNMA8A	0	0	0	0	0	0	0
ENSG00000244748	RN7SL153P	1	3	1	2	4	3	3
ENSG00000186704	DTX2P1	78	127	75	60	144	45	192
ENSG00000251779	RF00019	0	0	0	0	0	0	0
ENSG00000251774	RNU6-377P	5	4	2	3	6	2	2
ENSG00000251595	ABCA11P	36	14	35	15	34	60	37
ENSG00000251776	RN7SKP242	0	0	0	0	0	0	0
ENSG00000251770	RNA5SP486	0	0	0	0	0	0	0
ENSG00000245293	AC096564.1	0	0	0	1	0	0	0
ENSG00000251773	RNU6-1129P	0	0	0	0	0	0	0
ENSG00000164659	KIAA1324L	110	171	136	85	55	91	33
ENSG00000242748	RPL23AP81	4	4	3	4	3	4	1
ENSG00000242747	AC090515.1	0	0	0	0	0	2	0
ENSG00000164651	SP8	0	0	0	0	0	0	0
ENSG00000242741	LINC02005	0	0	0	0	0	0	0
ENSG00000164654	MIOS	334	327	587	218	308	338	192
ENSG00000114978	MOB1A	7552	9248	9297	4011	4918	4434	4136
ENSG00000252236	RF00568	1	0	1	0	0	0	0
ENSG00000252237	RNU4-54P	0	0	0	0	0	0	0
ENSG00000252230	RF00611	0	0	0	4	3	1	1
ENSG00000252231	RNA5SP67	0	0	0	0	0	0	0
ENSG00000252233	RN7SKP253	3	4	3	8	2	2	6
ENSG00000252238	RF00322	0	0	0	0	0	0	0
ENSG00000256925	ADGRA1-AS1	0	0	0	0	0	0	0
ENSG00000161021	MAML1	1633	1639	1437	928	1892	622	1462
ENSG00000256922	AC087894.2	0	0	0	0	0	0	0
ENSG00000256923	AC084819.1	0	0	0	0	0	1	0
ENSG00000226331	RPL23AP28	0	0	0	0	0	0	0
ENSG00000261608	SLC25A1P4	0	0	0	0	0	0	0
ENSG00000256928	AP000763.4	9	9	6	4	3	1	2
ENSG00000254694	AP001893.1	8	14	13	0	3	5	7
ENSG00000254695	AC087379.2	0	0	0	0	0	0	0
ENSG00000254697	COPS8P3	0	0	0	0	1	1	0
ENSG00000254690	AC233992.1	0	2	0	0	1	4	2
ENSG00000254691	AP002812.3	8	3	4	11	4	17	7
ENSG00000266929	AC067852.1	4	2	0	0	0	1	1
ENSG00000266928	AC020905.1	0	0	0	0	0	0	0
ENSG00000266925	AC015818.8	0	0	0	0	0	0	0
ENSG00000266924	AC021594.1	0	0	0	0	0	0	0
ENSG00000254698	AP000893.2	0	1	8	0	1	3	0
ENSG00000254699	AP003097.2	0	0	1	3	0	0	0
ENSG00000266921	AC006213.1	0	2	1	0	3	2	0
ENSG00000266920	ACTBP9	1	1	1	0	0	0	0
ENSG00000257343	AC055716.1	0	0	0	0	0	0	0
ENSG00000257342	AC025165.2	13	17	12	1	3	7	5
ENSG00000257341	AL928654.3	8	25	36	2	12	5	8
ENSG00000215867	KRT18P57	0	0	0	0	0	0	0
ENSG00000257346	AC011603.1	0	0	0	0	0	0	0
ENSG00000257345	LINC02413	0	2	5	4	3	0	4
ENSG00000234337	AC026462.1	200	226	190	130	68	81	66
ENSG00000215861	AC245297.1	4	15	13	2	6	9	2
ENSG00000119509	INVS	550	508	511	392	383	639	325
ENSG00000228949	UGT1A12P	0	0	0	0	0	0	0
ENSG00000256699	TMEM132D-AS2	0	0	0	0	0	0	0
ENSG00000256694	AC026369.2	1	0	0	0	0	1	0
ENSG00000256695	AC003982.1	0	0	0	0	0	0	0
ENSG00000228943	AL137792.2	0	0	0	0	0	0	0
ENSG00000228941	UBE3AP2	2	0	1	0	0	3	0
ENSG00000228940	AL391730.1	0	0	0	0	0	0	0
ENSG00000165309	ARMC3	108	184	74	3	10	10	9
ENSG00000281863	RF00416	0	0	0	0	0	0	0
ENSG00000165304	MELK	15	28	28	14	10	18	16
ENSG00000165300	SLITRK5	8	23	7	37	13	7	3
ENSG00000101608	MYL12A	12146	11007	10133	4003	3442	2690	3654
ENSG00000101605	MYOM1	168	226	92	115	121	79	100
ENSG00000170100	ZNF778	348	383	251	172	209	40	220
ENSG00000237026	AC104073.2	0	1	0	0	1	0	2
ENSG00000187900	OR5H7P	0	0	0	0	0	0	0
ENSG00000198791	CNOT7	1788	2129	2471	1488	1244	1420	897
ENSG00000198792	TMEM184B	503	381	627	158	620	96	453
ENSG00000198793	MTOR	2994	2427	2021	838	1312	1159	1079
ENSG00000198794	SCAMP5	21	8	12	6	4	6	8
ENSG00000198795	ZNF521	14	14	13	6	15	0	4
ENSG00000197779	ZNF81	398	504	440	577	539	485	395
ENSG00000198797	BRINP2	0	0	0	0	0	0	0
ENSG00000231426	FILNC1	0	0	2	0	0	0	0
ENSG00000197776	KLHDC1	196	203	183	73	54	116	39
ENSG00000231424	AL445673.1	0	0	0	0	0	0	0
ENSG00000175550	DRAP1	418	439	459	126	176	105	169
ENSG00000231422	LINC01516	0	0	0	3	2	1	1
ENSG00000175556	LONRF3	92	140	164	56	75	106	95
ENSG00000197771	MCMBP	1438	1870	1418	772	1109	604	1036
ENSG00000231421	AC011840.1	0	0	0	0	0	0	0
ENSG00000279848	AL008638.4	0	0	0	0	0	0	0
ENSG00000161682	FAM171A2	0	3	0	0	0	0	0
ENSG00000240173	RN7SL771P	0	0	0	0	0	0	0
ENSG00000179420	OR6W1P	1	0	1	0	0	6	0
ENSG00000279840	AC004801.7	0	0	0	0	0	0	0
ENSG00000279841	AC092135.3	68	69	67	79	164	109	144
ENSG00000279842	AC007603.2	0	0	0	0	0	0	0
ENSG00000279844	AC096656.1	0	0	0	0	0	0	0
ENSG00000279845	AC097372.3	9	13	25	21	9	13	8
ENSG00000279846	AC015660.4	2	1	0	0	3	2	0
ENSG00000279847	C8orf87	0	0	0	0	0	0	0
ENSG00000284336	MIR2277	10	17	24	1	10	1	9
ENSG00000284337	AC013271.1	14	12	9	0	2	4	3
ENSG00000284334	MIR4651	0	1	1	0	1	0	1
ENSG00000076321	KLHL20	357	335	338	282	243	336	178
ENSG00000284332	MIR1302-2	0	0	0	0	0	0	0
ENSG00000284331	MIR4741	1	1	1	0	1	1	1
ENSG00000183864	TOB2	1369	1330	1098	215	720	239	475
ENSG00000183862	CNGA2	0	0	0	0	0	0	0
ENSG00000277402	MIR6891	12	7	68	3	15	8	2
ENSG00000167680	SEMA6B	8	17	9	4	14	1	4
ENSG00000124217	MOCS3	168	153	95	167	168	47	88
ENSG00000124214	STAU1	994	1062	859	407	792	683	899
ENSG00000124215	CDH26	28	48	19	52	64	29	61
ENSG00000124212	PTGIS	0	1	1	1	1	1	2
ENSG00000167685	ZNF444	227	164	106	45	135	41	110
ENSG00000247595	SPTY2D1OS	4	4	1	4	4	2	3
ENSG00000161970	RPL26	10453	11088	12362	848	387	3350	229
ENSG00000175073	VCPIP1	2458	3490	3132	2629	3267	2246	2750
ENSG00000161973	CCDC42	1	0	0	6	2	0	0
ENSG00000255279	AC023442.3	0	0	0	0	0	0	0
ENSG00000255275	AL080251.1	1	0	0	0	0	0	1
ENSG00000255274	SMIM35	44	41	27	39	23	18	43
ENSG00000255277	ABCC6P2	0	0	0	0	0	0	0
ENSG00000255276	RRM1-AS1	0	0	0	0	0	0	0
ENSG00000255271	AL137224.1	0	0	0	0	0	0	0
ENSG00000255270	NAV2-IT1	0	0	0	0	0	0	0
ENSG00000255273	AF238378.1	0	0	0	0	0	0	0
ENSG00000255272	AC113192.5	0	0	0	0	0	0	0
ENSG00000277903	RF00004	0	0	0	0	0	0	0
ENSG00000239670	AL355864.2	0	1	0	0	0	0	0
ENSG00000160087	UBE2J2	421	539	329	150	287	135	308
ENSG00000036054	TBC1D23	587	813	651	644	492	621	502
ENSG00000104903	LYL1	425	516	379	195	485	14	909
ENSG00000228349	RPS26P4	0	0	0	0	0	0	0
ENSG00000223019	RNA5SP306	0	0	0	0	0	0	0
ENSG00000002587	HS3ST1	48	14	19	50	28	11	18
ENSG00000002586	CD99	2014	4996	3086	697	1223	762	1005
ENSG00000277379	MIR6724-3	0	0	0	0	0	0	0
ENSG00000237868	AC097533.1	4	3	2	2	5	0	1
ENSG00000177954	RPS27	497	351	476	43	67	102	39
ENSG00000177951	BET1L	1147	898	898	65	682	188	196
ENSG00000280059	AC093831.2	0	0	0	0	0	0	0
ENSG00000280058	AL117378.2	0	0	0	0	0	0	0
ENSG00000198242	RPL23A	1009	927	700	221	230	180	205
ENSG00000280056	AC097520.1	0	0	0	0	0	0	0
ENSG00000237862	Z94160.1	0	1	0	0	0	0	0
ENSG00000237863	AL035425.1	0	0	0	0	0	0	0
ENSG00000198246	SLC29A3	106	112	168	47	83	28	68
ENSG00000271129	AC009027.1	0	0	0	0	0	0	0
ENSG00000280051	AC079456.1	0	0	0	0	0	0	0
ENSG00000092140	G2E3	384	472	582	500	351	612	306
ENSG00000135916	ITM2C	433	360	325	117	98	28	57
ENSG00000135914	HTR2B	2	0	7	5	5	0	0
ENSG00000135913	USP37	567	636	550	393	477	410	388
ENSG00000135912	TTLL4	463	535	517	279	362	212	246
ENSG00000092148	HECTD1	2007	2560	2411	1428	1617	2448	1075
ENSG00000240179	RPL26P3	0	0	0	0	0	0	0
ENSG00000034693	PEX3	151	178	153	119	119	120	109
ENSG00000135919	SERPINE2	166	149	92	19	79	46	23
ENSG00000230487	PSMG3-AS1	130	126	138	36	70	12	25
ENSG00000176396	EID2	140	152	178	70	62	55	36
ENSG00000230484	OR51A10P	0	2	0	0	0	0	0
ENSG00000176390	CRLF3	2230	2366	2161	1910	1920	1603	1743
ENSG00000230482	ATP5MC2P3	0	0	0	0	1	0	0
ENSG00000230481	IGKV1OR22-5	0	0	0	0	0	0	0
ENSG00000176393	RNPEP	1584	1590	830	266	447	305	681
ENSG00000176399	DMRTA1	0	0	0	0	0	0	2
ENSG00000230489	VAV3-AS1	9	7	4	13	6	4	10
ENSG00000259531	AC022306.1	2	5	5	1	3	2	4
ENSG00000243900	RN7SL320P	0	1	0	1	2	0	2
ENSG00000243902	ELFN2	1	0	0	0	0	0	0
ENSG00000243903	AC138057.1	0	0	0	0	0	0	0
ENSG00000243904	RPSAP5	1	1	3	0	0	0	0
ENSG00000083635	NUFIP1	136	105	177	125	70	89	46
ENSG00000248029	AC034238.2	0	0	0	0	0	0	0
ENSG00000248027	AP001351.1	1	0	0	0	0	0	0
ENSG00000206845	RNU6-209P	0	0	0	0	0	0	0
ENSG00000063515	GSC2	0	0	0	0	0	0	0
ENSG00000252599	RNU6-566P	0	0	0	0	0	0	0
ENSG00000252598	RNA5SP460	0	0	0	0	0	0	0
ENSG00000279713	AC080038.3	0	0	0	0	0	0	0
ENSG00000252591	RNA5SP468	0	0	0	0	0	0	0
ENSG00000247624	CPEB2-DT	5	7	7	23	23	10	17
ENSG00000252593	RNU6-1224P	0	0	0	0	0	0	0
ENSG00000167531	LALBA	0	0	0	0	0	0	0
ENSG00000167536	DHRS13	226	220	207	209	287	63	262
ENSG00000252594	RNU6-656P	0	0	0	0	0	0	0
ENSG00000252597	RNU7-137P	0	0	0	0	0	0	0
ENSG00000167535	CACNB3	54	78	52	7	27	25	38
ENSG00000236472	AC002401.1	0	0	0	0	0	0	0
ENSG00000207649	MIR138-2	0	0	0	0	0	0	0
ENSG00000188886	ASTL	42	52	28	0	3	24	0
ENSG00000279716	AC006128.1	0	0	0	0	0	0	0
ENSG00000188883	KLRG2	0	1	0	0	0	0	3
ENSG00000279717	AC005336.3	0	0	2	1	1	0	0
ENSG00000241506	PSMC1P1	266	343	354	93	164	126	138
ENSG00000241505	AL391645.1	0	0	0	0	0	0	0
ENSG00000094796	KRT31	0	0	0	0	0	0	0
ENSG00000279719	AC015871.5	34	39	49	0	0	6	0
ENSG00000226453	LINC02542	0	2	3	0	0	0	0
ENSG00000237289	CKMT1B	0	0	0	0	0	0	0
ENSG00000239739	AC026316.2	0	0	0	0	0	0	0
ENSG00000237285	HNRNPA1P2	2	0	2	5	0	5	2
ENSG00000237286	AC004906.1	0	0	0	0	0	0	0
ENSG00000237280	AL136982.3	8	24	18	9	6	28	18
ENSG00000237281	CATIP-AS2	4	3	1	0	0	2	0
ENSG00000237282	LINC00851	0	0	0	0	0	0	0
ENSG00000237283	AL691515.1	0	0	0	0	0	0	0
ENSG00000272254	AC022893.3	0	0	0	0	0	0	0
ENSG00000272255	AC113361.1	14	9	6	18	12	6	3
ENSG00000206941	SNORD15A	17	4	2	1	7	3	2
ENSG00000206947	SNORA20B	0	0	0	0	0	0	0
ENSG00000206944	RNU6-708P	0	0	0	0	0	0	0
ENSG00000206949	RNU6-1324P	0	0	0	0	0	0	0
ENSG00000206948	SNORA36A	1	1	0	0	0	1	1
ENSG00000272259	LINC01749	0	0	0	0	0	0	0
ENSG00000101327	PDYN	0	0	0	0	0	0	0
ENSG00000271781	AC026740.1	16	16	6	5	6	18	7
ENSG00000271780	AL118558.3	30	30	24	8	15	2	14
ENSG00000271787	AC104794.4	0	0	0	0	0	0	0
ENSG00000200478	SNORD115-41	0	0	0	0	0	0	0
ENSG00000271784	AL031055.1	3	0	2	1	0	0	0
ENSG00000200475	RN7SKP162	0	0	0	0	0	0	0
ENSG00000049192	ADAMTS6	135	161	81	31	87	97	30
ENSG00000271789	AL080317.2	22	25	21	68	60	40	38
ENSG00000274365	AC013412.1	0	0	0	0	0	0	0
ENSG00000200471	RNU6-1125P	0	0	0	0	0	0	0
ENSG00000274363	AC087742.1	0	1	1	3	2	0	0
ENSG00000200473	RNA5SP507	0	0	0	0	0	0	0
ENSG00000200472	RN7SKP44	0	0	0	0	0	0	0
ENSG00000101323	HAO1	0	0	0	0	0	0	0
ENSG00000237136	C4orf51	0	0	0	0	0	2	0
ENSG00000177042	TMEM80	224	275	183	182	203	92	246
ENSG00000237135	DDX10P1	27	39	21	123	74	61	63
ENSG00000177047	IFNW1	0	0	0	0	0	0	0
ENSG00000129566	TEP1	2782	2360	2163	1092	1754	1333	1509
ENSG00000177045	SIX5	27	17	20	0	14	0	6
ENSG00000272789	AC010976.2	2	0	0	0	0	0	0
ENSG00000272787	AC253536.6	18	9	40	9	22	0	14
ENSG00000272784	AC019193.2	0	0	0	1	0	0	0
ENSG00000154252	GAL3ST2	1	2	2	0	3	0	2
ENSG00000272783	AC147067.2	1	0	0	0	0	0	1
ENSG00000237138	HUNK-AS1	0	0	0	0	0	0	0
ENSG00000237139	RPS26P41	2	0	2	0	0	0	0
ENSG00000277550	AL031651.1	0	0	0	0	0	0	0
ENSG00000283572	MIR4251	0	0	0	0	0	0	0
ENSG00000277556	OR13C5	0	0	0	0	0	0	0
ENSG00000172673	THEMIS	878	1245	942	789	989	1070	1009
ENSG00000277559	AC018553.1	5	0	1	0	0	0	0
ENSG00000172671	ZFAND4	357	382	353	292	259	245	216
ENSG00000274098	RN7SL787P	0	0	0	0	0	0	0
ENSG00000274099	ABCB10P1	0	0	0	0	0	0	0
ENSG00000279068	AC244517.6	0	0	0	0	0	0	0
ENSG00000223761	AL138767.2	0	0	0	0	0	0	0
ENSG00000223764	LINC02593	0	0	0	0	0	0	0
ENSG00000223765	LINC01626	0	0	0	0	0	0	0
ENSG00000279062	CR382287.1	0	0	0	0	0	0	0
ENSG00000274091	SNORD1C	1	1	1	1	1	1	1
ENSG00000223768	LINC00205	182	184	147	142	197	68	149
ENSG00000279061	Z98043.1	0	0	0	0	0	0	0
ENSG00000236427	AL589986.2	0	0	0	0	0	0	1
ENSG00000236426	AL583824.1	0	0	0	0	0	0	0
ENSG00000236425	AC069213.2	0	0	0	0	0	0	0
ENSG00000279065	AL138688.1	0	0	0	0	0	0	0
ENSG00000136750	GAD2	0	0	0	0	0	0	0
ENSG00000270789	AC135983.5	12	7	8	7	11	12	3
ENSG00000136754	ABI1	1815	2295	1714	1679	1429	1298	1204
ENSG00000136758	YME1L1	1844	2304	2746	871	1473	1292	1035
ENSG00000270781	AC091133.5	2	1	1	3	2	1	3
ENSG00000270782	AC072026.1	0	0	0	0	0	0	0
ENSG00000232508	MRPL45P1	0	0	0	0	0	0	0
ENSG00000232500	AP005273.1	0	0	0	0	0	0	0
ENSG00000232502	AC073464.1	0	0	0	0	0	0	0
ENSG00000232503	CYCSP8	0	0	0	0	0	0	0
ENSG00000232504	ST3GAL5-AS1	18	13	16	17	17	18	10
ENSG00000249087	ZNF436-AS1	33	15	21	18	38	4	31
ENSG00000116014	KISS1R	4	0	0	0	9	0	0
ENSG00000116017	ARID3A	668	835	682	180	778	149	697
ENSG00000116016	EPAS1	82	114	90	16	65	6	39
ENSG00000249082	C5orf66-AS1	0	0	0	0	0	0	0
ENSG00000249081	OR5M14P	0	0	0	0	0	0	0
ENSG00000234034	AP000959.1	0	0	0	0	0	0	0
ENSG00000249089	AIG1P1	0	0	0	0	0	0	0
ENSG00000250567	AC010406.1	0	0	0	0	0	0	0
ENSG00000201707	RNU6-818P	0	0	0	0	0	0	0
ENSG00000234033	RAC1P8	0	0	0	0	0	0	0
ENSG00000242860	RN7SL180P	0	0	1	0	1	0	2
ENSG00000197674	OR51C1P	0	0	0	0	0	0	0
ENSG00000201708	RNA5SP359	0	0	0	0	0	0	0
ENSG00000234030	TMEM97P1	4	0	0	0	0	0	1
